OPUS Miner: Filtered Top-k Association Discovery of Self-Sufficient Itemsets
Version 1.2
Copyright (C) 2012-2016 Geoffrey I Webb
This program comes with ABSOLUTELY NO WARRANTY. This is free software, 
and you are welcome to redistribute it under certain conditions.
See the GNU General Public Licence <http://www.gnu.org/licenses/> for details.

If you publish results obtained by using this software please cite
  Webb, G.I. & Vreeken, J. (2014) Efficient Discovery of the Most Interesting Associations.
  ACM Transactions on Knowledge Discovery from Data. 8(3), Art. no. 15.

  -p
  -k 100
  -s <=50K
  Adult.csv
  Output

File/input/Adult.csv: 132 items, 32561 transactions
Found 100 non-redundant productive itemsets in 118 seconds
Alpha for size 2 = 5.78302e-05
Alpha for size 3 = 6.67272e-07
Alpha for size 4 = 1.03453e-08
Alpha for size 5 = 2.02057e-10

SELF-SUFFICIENT ITEMSETS:
Rule, No. of transactions, Leverage, Lift, P-value, Antecedent Support, Strength
<=50K & field7 = Unmarried,3228, 0.018790, 1.233865,3.24809e-185,0.105832,0.936738
<=50K & field5 = Divorced,3980, 0.018639, 1.179929,4.60527e-135,0.136452,0.895791
<=50K & field5 = Never-married & field2 = Private & field3 = HS-grad,2539, 0.018171, 1.303841,3.26013e-272,0.078775,0.989864
<=50K & field5 = Never-married & field2 = Private & field4 = EduNum9,2539, 0.018171, 1.303841,3.26013e-272,0.078775,0.989864
<=50K & field3 = HS-grad & field9 = Female,3163, 0.018123, 1.229354,1.01675e-173,0.104082,0.933314
<=50K & field4 = EduNum9 & field9 = Female,3163, 0.018123, 1.229354,1.01675e-173,0.104082,0.933314
<=50K & field5 = Never-married & field7 = Not-in-family & field2 = Private,3305, 0.017798, 1.212624,4.36001e-155,0.110255,0.920613
<=50K & field5 = Never-married & field2 = Private & field1 = Age24-31,2672, 0.017546, 1.271969,1.23458e-213,0.084979,0.965667
<=50K & field10 = Hour21-35,3565, 0.017342, 1.188206,5.56548e-131,0.121372,0.902075
<=50K & field2 = Private & field6 = Other-service,2640, 0.017193, 1.269120,1.23418e-205,0.084150,0.963504
<=50K & field9 = Female & field7 = Unmarried,2542, 0.016188, 1.261606,9.06443e-185,0.081509,0.957799
<=50K & field9 = Female & field1 = Age17-23,2194, 0.016016, 1.311811,9.55973e-255,0.067658,0.995915
<=50K & field9 = Female & field7 = Own-child,2220, 0.015835, 1.302524,1.64631e-233,0.068948,0.988864
<=50K & field10 = Hour1-20,2733, 0.015666, 1.229470,9.26075e-149,0.089924,0.933402
<=50K & field7 = Not-in-family & field3 = HS-grad,2403, 0.015114, 1.257534,6.31647e-168,0.077301,0.954708
<=50K & field7 = Not-in-family & field4 = EduNum9,2403, 0.015114, 1.257534,6.31647e-168,0.077301,0.954708
<=50K & field5 = Never-married & field9 = Female & field1 = Age17-23,2028, 0.014882, 1.313953,5.28827e-241,0.062437,0.997541
<=50K & field7 = Not-in-family & field2 = Private & field9 = Female,2599, 0.014838, 1.228340,1.49927e-139,0.085593,0.932544
<=50K & field2 = Private & field3 = HS-grad & field9 = Female,2471, 0.014801, 1.242284,1.29556e-150,0.080464,0.943130
<=50K & field2 = Private & field4 = EduNum9 & field9 = Female,2471, 0.014801, 1.242284,1.29556e-150,0.080464,0.943130
<=50K & field9 = Female & field4 = EduNum10,2609, 0.014702, 1.224717,2.19001e-135,0.086177,0.929793
<=50K & field9 = Female & field3 = Some-college,2609, 0.014702, 1.224717,2.19001e-135,0.086177,0.929793
<=50K & field2 = Private & field7 = Unmarried,2349, 0.014365, 1.248622,2.61560e-151,0.076103,0.947942
<=50K & field2 = Private & field10 = Hour21-35,2532, 0.014319, 1.225701,2.10574e-132,0.083566,0.930540
<=50K & field5 = Never-married & field9 = Female & field7 = Own-child,1942, 0.014106, 1.309774,2.29851e-219,0.059980,0.994368
<=50K & field2 = Private & field5 = Divorced,2824, 0.014007, 1.192611,9.59789e-107,0.095789,0.905418
<=50K & field5 = Never-married & field10 = Hour21-35,1884, 0.013374, 1.300624,2.44220e-193,0.058598,0.987421
<=50K & field3 = Some-college & field1 = Age17-23,1810, 0.013176, 1.310675,4.26233e-206,0.055864,0.995052
<=50K & field4 = EduNum10 & field1 = Age17-23,1810, 0.013176, 1.310675,4.26233e-206,0.055864,0.995052
<=50K & field5 = Never-married & field3 = Some-college & field1 = Age17-23,1695, 0.012442, 1.314091,1.06217e-200,0.052179,0.997646
<=50K & field5 = Never-married & field4 = EduNum10 & field1 = Age17-23,1695, 0.012442, 1.314091,1.06217e-200,0.052179,0.997646
<=50K & field2 = Private & field9 = Female & field1 = Age17-23,1703, 0.012432, 1.311801,4.06516e-196,0.052517,0.995906
<=50K & field7 = Not-in-family & field2 = Private & field3 = HS-grad,1892, 0.012407, 1.271494,2.19592e-148,0.060195,0.965306
<=50K & field7 = Not-in-family & field2 = Private & field4 = EduNum9,1892, 0.012407, 1.271494,2.19592e-148,0.060195,0.965306
<=50K & field4 = EduNum10 & field7 = Own-child,1710, 0.012297, 1.305739,2.80194e-184,0.052977,0.991304
<=50K & field3 = Some-college & field7 = Own-child,1710, 0.012297, 1.305739,2.80194e-184,0.052977,0.991304
<=50K & field7 = Not-in-family & field1 = Age24-31,2086, 0.012280, 1.237129,2.52413e-120,0.068210,0.939216
<=50K & field6 = Adm-clerical & field9 = Female,2325, 0.012252, 1.207124,5.70945e-101,0.077915,0.916437
<=50K & field2 = Private & field9 = Female & field7 = Own-child,1705, 0.012167, 1.302676,4.57792e-178,0.052947,0.988979
<=50K & field5 = Never-married & field10 = Hour1-20,1615, 0.011827, 1.313127,1.04689e-188,0.049753,0.996914
<=50K & field5 = Never-married & field6 = Other-service,1629, 0.011768, 1.307560,9.83080e-179,0.050398,0.992687
<=50K & field9 = Female & field6 = Other-service,1749, 0.011746, 1.279872,1.50279e-147,0.055281,0.971667
<=50K & field1 = Age24-31 & field9 = Female,2155, 0.011671, 1.214093,5.80714e-100,0.071804,0.921728
<=50K & field5 = Never-married & field2 = Private & field9 = Female & field1 = Age17-23,1581, 0.011599, 1.313868,2.38747e-186,0.048678,0.997476
<=50K & field5 = Never-married & field3 = Some-college & field7 = Own-child,1576, 0.011539, 1.313027,8.12125e-184,0.048555,0.996837
<=50K & field5 = Never-married & field4 = EduNum10 & field7 = Own-child,1576, 0.011539, 1.313027,8.12125e-184,0.048555,0.996837
<=50K & field8 = Black,2737, 0.011219, 1.154019,5.01965e-66,0.095943,0.876120
<=50K & field10 = Hour1-20 & field2 = Private,1737, 0.011074, 1.261977,8.78792e-125,0.055680,0.958081
<=50K & field5 = Never-married & field2 = Private & field9 = Female & field7 = Own-child,1484, 0.010765, 1.309252,1.71598e-165,0.045852,0.993972
<=50K & field3 = HS-grad & field7 = Own-child,1492, 0.010755, 1.306683,7.30966e-162,0.046190,0.992021
<=50K & field4 = EduNum9 & field7 = Own-child,1492, 0.010755, 1.306683,7.30966e-162,0.046190,0.992021
<=50K & field5 = Never-married & field6 = Adm-clerical,1558, 0.010753, 1.289872,1.35711e-143,0.048862,0.979258
<=50K & field5 = Never-married & field2 = Private & field10 = Hour21-35,1477, 0.010597, 1.304825,3.92868e-157,0.045791,0.990610
<=50K & field5 = Never-married & field2 = Private & field6 = Other-service,1448, 0.010499, 1.309056,4.75767e-161,0.044747,0.993823
<=50K & field5 = Never-married & field7 = Not-in-family & field9 = Female,1863, 0.010444, 1.223295,5.46848e-94,0.061607,0.928714
<=50K & field5 = Never-married & field7 = Not-in-family & field1 = Age24-31,1711, 0.010159, 1.239668,2.16071e-100,0.055834,0.941144
<=50K & field5 = Never-married & field9 = Female & field3 = Some-college,1423, 0.010104, 1.300739,3.47974e-145,0.044255,0.987509
<=50K & field5 = Never-married & field9 = Female & field4 = EduNum10,1423, 0.010104, 1.300739,3.47974e-145,0.044255,0.987509
<=50K & field9 = Female & field10 = Hour21-35,1875, 0.010020, 1.210655,1.16153e-83,0.062652,0.919118
<=50K & field3 = HS-grad & field1 = Age17-23,1361, 0.009972, 1.313333,7.47500e-159,0.041921,0.997070
<=50K & field4 = EduNum9 & field1 = Age17-23,1361, 0.009972, 1.313333,7.47500e-159,0.041921,0.997070
<=50K & field7 = Not-in-family & field2 = Private & field1 = Age24-31,1651, 0.009855, 1.241259,3.27613e-98,0.053807,0.942352
<=50K & field5 = Never-married & field9 = Female & field1 = Age17-23 & field7 = Own-child,1332, 0.009828, 1.316204,1.90400e-161,0.040939,0.999250

8 itemsets failed test for self sufficiency
<=50K & field5 = Never-married,10192, 0.063928, 1.256653,0.00000,0.328092,0.954039
<=50K & field9 = Female,9591, 0.043442, 1.172999,0.00000,0.330764,0.890529
<=50K & field1 = Age17-23,4742, 0.034371, 1.308912,0.00000,0.146556,0.993713
<=50K & field2 = Private,17733, 0.015430, 1.029158,8.75841e-45,0.697030,0.781327
<=50K & field6 = Adm-clerical,3263, 0.012311, 1.140053,3.50350e-66,0.115783,0.865517
<=50K & field3 = Some-college,5904, 0.011325, 1.066617,9.12329e-32,0.223918,0.809766
<=50K & field4 = EduNum10,5904, 0.011325, 1.066617,9.12329e-32,0.223918,0.809766
<=50K & field9 = Female & field1 = Age17-23 & field7 = Own-child,1376, 0.010153, 1.316236,5.82205e-167,0.042290,0.999274
