OPUS Miner: Filtered Top-k Association Discovery of Self-Sufficient Itemsets
Version 1.2
Copyright (C) 2012-2016 Geoffrey I Webb
This program comes with ABSOLUTELY NO WARRANTY. This is free software, 
and you are welcome to redistribute it under certain conditions.
See the GNU General Public Licence <http://www.gnu.org/licenses/> for details.

If you publish results obtained by using this software please cite
  Webb, G.I. & Vreeken, J. (2014) Efficient Discovery of the Most Interesting Associations.
  ACM Transactions on Knowledge Discovery from Data. 8(3), Art. no. 15.

  -p
  -k 100
  -s 0
  Adult.csv
  Adult

File/input/Adult.csv: 116 items, 32561 transactions
Found 100 non-redundant productive itemsets in 117 seconds
Alpha for size 2 = 1.87406e-06
Alpha for size 3 = 2.46587e-08
Alpha for size 4 = 4.36438e-10
Alpha for size 5 = 9.74191e-12

SELF-SUFFICIENT ITEMSETS:
Rule, No. of transactions, Leverage, Lift, P-value, Antecedent Support, Strength
0 & field8 = Female & field3 = Some-college,2609, 0.014702, 1.224717,2.19001e-135,0.086177,0.929793
0 & field2 = Private & field6 = Unmarried,2349, 0.014365, 1.248622,2.61560e-151,0.076103,0.947942
0 & field2 = Private & field9 = Hour21-35,2532, 0.014319, 1.225701,2.10574e-132,0.083566,0.930540
0 & field4 = Divorced & field8 = Female,2493, 0.014264, 1.228952,2.51795e-134,0.082061,0.933009
0 & field4 = Never-married & field8 = Female & field6 = Own-child,1942, 0.014106, 1.309774,2.29851e-219,0.059980,0.994368
0 & field2 = Private & field4 = Divorced,2824, 0.014007, 1.192611,9.59789e-107,0.095789,0.905418
0 & field4 = Never-married & field9 = Hour21-35,1884, 0.013374, 1.300624,2.44220e-193,0.058598,0.987421
0 & field4 = Never-married & field3 = Some-college & field1 = Age17-23,1695, 0.012442, 1.314091,1.06217e-200,0.052179,0.997646
0 & field2 = Private & field8 = Female & field1 = Age17-23,1703, 0.012432, 1.311801,4.06516e-196,0.052517,0.995906
0 & field6 = Not-in-family & field2 = Private & field3 = HS-grad,1892, 0.012407, 1.271494,2.19592e-148,0.060195,0.965306
0 & field3 = Some-college & field6 = Own-child,1710, 0.012297, 1.305739,2.80194e-184,0.052977,0.991304
0 & field6 = Not-in-family & field1 = Age24-31,2086, 0.012280, 1.237129,2.52413e-120,0.068210,0.939216
0 & field5 = Adm-clerical & field8 = Female,2325, 0.012252, 1.207124,5.70945e-101,0.077915,0.916437
0 & field2 = Private & field8 = Female & field6 = Own-child,1705, 0.012167, 1.302676,4.57792e-178,0.052947,0.988979
0 & field2 = Private & field8 = Female & field6 = Unmarried,1846, 0.012160, 1.273056,1.05346e-146,0.058659,0.966492
0 & field4 = Never-married & field9 = Hour1-20,1615, 0.011827, 1.313127,1.04689e-188,0.049753,0.996914
0 & field4 = Never-married & field5 = Other-service,1629, 0.011768, 1.307560,9.83080e-179,0.050398,0.992687
0 & field8 = Female & field5 = Other-service,1749, 0.011746, 1.279872,1.50279e-147,0.055281,0.971667
0 & field1 = Age24-31 & field8 = Female,2155, 0.011671, 1.214093,5.80714e-100,0.071804,0.921728
0 & field4 = Never-married & field2 = Private & field8 = Female & field1 = Age17-23,1581, 0.011599, 1.313868,2.38747e-186,0.048678,0.997476
0 & field4 = Never-married & field3 = Some-college & field6 = Own-child,1576, 0.011539, 1.313027,8.12125e-184,0.048555,0.996837
0 & field7 = Black,2737, 0.011219, 1.154019,5.01965e-66,0.095943,0.876120
0 & field5 = Adm-clerical & field2 = Private,2512, 0.011093, 1.167945,1.48536e-71,0.087006,0.886693
0 & field9 = Hour1-20 & field2 = Private,1737, 0.011074, 1.261977,8.78792e-125,0.055680,0.958081
0 & field3 = HS-grad & field1 = Age24-31,2035, 0.011040, 1.214539,1.33655e-94,0.067780,0.922066
0 & field4 = Never-married & field2 = Private & field8 = Female & field6 = Own-child,1484, 0.010765, 1.309252,1.71598e-165,0.045852,0.993972
0 & field3 = HS-grad & field6 = Own-child,1492, 0.010755, 1.306683,7.30966e-162,0.046190,0.992021
0 & field4 = Never-married & field5 = Adm-clerical,1558, 0.010753, 1.289872,1.35711e-143,0.048862,0.979258
0 & field2 = Private & field8 = Female & field3 = Some-college,1883, 0.010732, 1.227858,3.06674e-99,0.062037,0.932178
0 & field4 = Never-married & field2 = Private & field9 = Hour21-35,1477, 0.010597, 1.304825,3.92868e-157,0.045791,0.990610
0 & field4 = Never-married & field2 = Private & field5 = Other-service,1448, 0.010499, 1.309056,4.75767e-161,0.044747,0.993823
0 & field2 = Private & field4 = Divorced & field8 = Female,1786, 0.010457, 1.235560,5.25968e-101,0.058475,0.938025
0 & field4 = Never-married & field6 = Not-in-family & field8 = Female,1863, 0.010444, 1.223295,5.46848e-94,0.061607,0.928714
0 & field4 = Never-married & field6 = Not-in-family & field1 = Age24-31,1711, 0.010159, 1.239668,2.16071e-100,0.055834,0.941144
0 & field8 = Female & field1 = Age17-23 & field6 = Own-child,1376, 0.010153, 1.316236,5.82205e-167,0.042290,0.999274
0 & field4 = Never-married & field8 = Female & field3 = Some-college,1423, 0.010104, 1.300739,3.47974e-145,0.044255,0.987509
0 & field8 = Female & field9 = Hour21-35,1875, 0.010020, 1.210655,1.16153e-83,0.062652,0.919118
0 & field2 = Private & field8 = Female & field5 = Other-service,1470, 0.009986, 1.284001,3.23557e-128,0.046313,0.974801
0 & field3 = HS-grad & field1 = Age17-23,1361, 0.009972, 1.313333,7.47500e-159,0.041921,0.997070
0 & field5 = Adm-clerical & field2 = Private & field8 = Female,1814, 0.009895, 1.215973,3.32043e-85,0.060348,0.923155
0 & field6 = Not-in-family & field2 = Private & field1 = Age24-31,1651, 0.009855, 1.241259,3.27613e-98,0.053807,0.942352
0 & field4 = Never-married & field8 = Female & field1 = Age17-23 & field6 = Own-child,1332, 0.009828, 1.316204,1.90400e-161,0.040939,0.999250
0 & field2 = Private & field3 = HS-grad & field1 = Age24-31,1701, 0.009735, 1.229043,2.12783e-90,0.055987,0.933077
0 & field6 = Not-in-family & field3 = Some-college,1679, 0.009666, 1.230699,1.33703e-90,0.055189,0.934335
0 & field4 = Never-married & field1 = Age24-31 & field8 = Female,1400, 0.009584, 1.286860,3.13292e-125,0.044010,0.976971
0 & field2 = Private & field3 = Some-college & field1 = Age17-23,1316, 0.009569, 1.310223,5.09615e-148,0.040631,0.994709
0 & field9 = Hour1-20 & field1 = Age17-23,1277, 0.009444, 1.317193,4.49736e-157,0.039219,1.000000
0 & field3 = HS-grad & field4 = Divorced,1531, 0.009411, 1.250231,1.15735e-98,0.049538,0.949163
0 & field2 = Private & field1 = Age24-31 & field8 = Female,1697, 0.009379, 1.219463,2.58052e-82,0.056294,0.925805

8 itemsets failed test for self sufficiency
0 & field4 = Never-married,10192, 0.063928, 1.256653,0.00000,0.328092,0.954039
0 & field8 = Female,9591, 0.043442, 1.172999,0.00000,0.330764,0.890529
0 & field2 = Private & field8 = Female,7025, 0.035027, 1.193817,5.75705e-305,0.238046,0.906335
0 & field1 = Age17-23 & field6 = Own-child,2980, 0.021876, 1.314106,0.00000,0.091736,0.997657
0 & field2 = Private,17733, 0.015430, 1.029158,8.75841e-45,0.697030,0.781327
0 & field3 = Some-college & field1 = Age17-23,1810, 0.013176, 1.310675,4.26233e-206,0.055864,0.995052
0 & field5 = Adm-clerical,3263, 0.012311, 1.140053,3.50350e-66,0.115783,0.865517
0 & field3 = Some-college,5904, 0.011325, 1.066617,9.12329e-32,0.223918,0.809766

129 seconds (12 input, 48 search, 68 filter, 0 output) for 100 itemsets

