OPUS Miner: Filtered Top-k Association Discovery of Self-Sufficient Itemsets
Version 1.2
Copyright (C) 2012-2016 Geoffrey I Webb
This program comes with ABSOLUTELY NO WARRANTY. This is free software, 
and you are welcome to redistribute it under certain conditions.
See the GNU General Public Licence <http://www.gnu.org/licenses/> for details.

If you publish results obtained by using this software please cite
  Webb, G.I. & Vreeken, J. (2014) Efficient Discovery of the Most Interesting Associations.
  ACM Transactions on Knowledge Discovery from Data. 8(3), Art. no. 15.

  -k 100
  -s cochlear_age
  Audiology.data.csv
  Audiology.data

File/input/Audiology.data.csv: 410 items, 226 transactions
Found 100 non-redundant productive itemsets in 0 seconds

SELF-SUFFICIENT ITEMSETS:
Rule, No. of transactions, Leverage, Lift, P-value, Antecedent Support, Strength
cochlear_age & field5 = normal & field14 = f,44, 0.054076, 1.384573,0.000109478,0.557522,0.349206
cochlear_age & field3 = f & field57 = f,56, 0.052490, 1.268772,9.15526e-07,0.774336,0.320000
cochlear_age & field57 = f & field60 = normal,40, 0.052001, 1.416040,0.000252463,0.495575,0.357143
cochlear_age & field18 = f & field66 = a,57, 0.051335, 1.255556,2.48086e-07,0.796460,0.316667
cochlear_age & field5 = normal & field18 = f,44, 0.050728, 1.352373,0.000260247,0.570796,0.341085
cochlear_age & field5 = normal & field58 = f,44, 0.050728, 1.352373,0.000260247,0.570796,0.341085
cochlear_age & field5 = normal & field15 = f & field64 = good,18, 0.050630, 2.744940,5.37028e-07,0.115044,0.692308
cochlear_age & field2 = mild & field15 = f & field64 = good,18, 0.050630, 2.744940,5.37028e-07,0.115044,0.692308
cochlear_age & field4 = normal & field15 = f & field64 = good,17, 0.049554, 2.930588,2.65022e-07,0.101770,0.739130
cochlear_age & field2 = mild & field59 = normal & field64 = good,17, 0.048438, 2.808480,7.40638e-07,0.106195,0.708333

33 itemsets failed test for self sufficiency
cochlear_age & field1 = t,57, 0.149542, 2.456522,1.80554e-29,0.407080,0.619565
cochlear_age & field15 = f & field59 = normal,51, 0.117413, 2.084645,4.06951e-17,0.429204,0.525773
cochlear_age & field2 = mild & field15 = f & field59 = normal,39, 0.112303, 2.863548,5.93334e-18,0.238938,0.722222
cochlear_age & field2 = mild & field4 = normal & field15 = f,37, 0.106802, 2.876505,7.95676e-17,0.225664,0.725490
cochlear_age & field4 = normal & field15 = f,46, 0.104217, 2.049281,1.73383e-13,0.393805,0.516854
cochlear_age & field2 = mild & field57 = f & field59 = normal,39, 0.100027, 2.378947,2.03863e-13,0.287611,0.600000
cochlear_age & field57 = f & field59 = normal,53, 0.099479, 1.736697,2.33206e-13,0.535398,0.438017
cochlear_age & field2 = mild & field59 = normal,40, 0.095524, 2.172555,6.55959e-12,0.323009,0.547945
cochlear_age & field2 = mild & field4 = normal & field59 = normal,37, 0.090062, 2.222754,4.38230e-11,0.292035,0.560606
cochlear_age & field2 = mild & field4 = normal,38, 0.088907, 2.122066,1.38506e-10,0.314159,0.535211
cochlear_age & field2 = mild & field15 = f & field57 = f,40, 0.088828, 2.007551,2.79330e-10,0.349558,0.506329
cochlear_age & field2 = mild & field15 = f,41, 0.088789, 1.958571,3.55823e-10,0.367257,0.493976
cochlear_age & field59 = normal,54, 0.084932, 1.551487,6.36407e-11,0.610619,0.391304
cochlear_age & field2 = mild & field5 = normal & field15 = f,31, 0.078021, 2.319100,1.69171e-09,0.234513,0.584906
cochlear_age & field4 = normal & field5 = normal & field15 = f,36, 0.077825, 1.955299,2.20555e-08,0.323009,0.493151
cochlear_age & field5 = normal & field15 = f,42, 0.076474, 1.699248,9.10860e-08,0.433628,0.428571
cochlear_age & field4 = normal & field59 = normal,46, 0.072970, 1.558854,2.36599e-07,0.517699,0.393162
cochlear_age & field2 = mild & field57 = f,41, 0.070934, 1.642034,7.29670e-07,0.438053,0.414141
cochlear_age & field2 = mild & field15 = f & field60 = normal,28, 0.066979, 2.176815,1.52932e-07,0.225664,0.549020
cochlear_age & field2 = mild & field5 = normal & field57 = f,31, 0.066861, 1.950989,6.76949e-07,0.278761,0.492063
cochlear_age & field15 = f & field60 = normal,38, 0.066587, 1.655678,3.05169e-06,0.402655,0.417582
cochlear_age & field4 = normal,48, 0.066195, 1.452792,1.48862e-06,0.579646,0.366412
cochlear_age & field2 = mild & field4 = normal & field5 = normal,30, 0.065784, 1.982456,7.56173e-07,0.265487,0.500000
cochlear_age & field15 = f & field57 = f,53, 0.063768, 1.373466,3.70754e-07,0.676991,0.346405
cochlear_age & field59 = normal & field64 = good,23, 0.060479, 2.464675,1.52827e-07,0.163717,0.621622
cochlear_age & field15 = f & field64 = good,23, 0.060479, 2.464675,1.52827e-07,0.163717,0.621622
cochlear_age & field2 = mild & field5 = normal,32, 0.060126, 1.738044,1.35174e-05,0.323009,0.438356
cochlear_age & field2 = mild,42, 0.059735, 1.473684,2.71003e-05,0.500000,0.371681
cochlear_age & field2 = mild & field59 = normal & field60 = normal,28, 0.059167, 1.914096,6.63393e-06,0.256637,0.482759
cochlear_age & field15 = f,54, 0.055917, 1.305520,2.28094e-06,0.725664,0.329268
cochlear_age & field5 = normal & field57 = f,43, 0.055231, 1.409019,8.91365e-05,0.535398,0.355372
cochlear_age & field64 = good,24, 0.054859, 2.068650,7.94248e-06,0.203540,0.521739
cochlear_age & field2 = mild & field64 = good,18, 0.048398, 2.548872,3.00647e-06,0.123894,0.642857

0 seconds (0 input, 0 search, 0 filter, 0 output) for 100 itemsets

