OPUS Miner: Filtered Top-k Association Discovery of Self-Sufficient Itemsets
Version 1.2
Copyright (C) 2012-2016 Geoffrey I Webb
This program comes with ABSOLUTELY NO WARRANTY. This is free software, 
and you are welcome to redistribute it under certain conditions.
See the GNU General Public Licence <http://www.gnu.org/licenses/> for details.

If you publish results obtained by using this software please cite
  Webb, G.I. & Vreeken, J. (2014) Efficient Discovery of the Most Interesting Associations.
  ACM Transactions on Knowledge Discovery from Data. 8(3), Art. no. 15.

  -k 100
  -s spec_prior
  Nursery.data.csv
  Nursery.data

File/input/Nursery.data.csv: 31 items, 5222 transactions
Found 100 non-redundant productive itemsets in 5 seconds

SELF-SUFFICIENT ITEMSETS:
Rule, No. of transactions, Leverage, Lift, P-value, Antecedent Support, Strength
spec_prior & field8 = priority & field6 = inconv & field2 = critical,111, 0.017253, 5.310411,2.66350e-66,0.027576,0.770833
spec_prior & field6 = inconv & field2 = critical,148, 0.016333, 2.360183,1.70138e-27,0.082727,0.342593
spec_prior & field7 = problematic & field2 = critical,126, 0.016123, 3.014017,1.87202e-35,0.055151,0.437500
spec_prior & field5 = critical & field2 = critical,120, 0.014974, 2.870492,3.17177e-31,0.055151,0.416667
spec_prior & field8 = priority & field7 = problematic,158, 0.014134, 1.876708,1.14125e-17,0.111069,0.272414
spec_prior & field8 = recommended & field7 = problematic,158, 0.014134, 1.876708,1.14125e-17,0.111069,0.272414
spec_prior & field8 = priority & field3 = foster,132, 0.013269, 2.105028,2.72573e-19,0.082727,0.305556
spec_prior & field8 = priority & field4 = 3,132, 0.013269, 2.105028,2.72573e-19,0.082727,0.305556
spec_prior & field8 = priority & field4 = more,132, 0.013269, 2.105028,2.72573e-19,0.082727,0.305556
spec_prior & field7 = problematic,316, 0.012147, 1.251139,1.15650e-07,0.333206,0.181609
spec_prior & field5 = critical,308, 0.010920, 1.227223,1.59298e-06,0.331099,0.178138
spec_prior & field3 = foster & field2 = critical,80, 0.009316, 2.551549,3.76740e-17,0.041363,0.370370
spec_prior & field4 = 3 & field2 = critical,80, 0.009316, 2.551549,3.76740e-17,0.041363,0.370370
spec_prior & field4 = more & field2 = critical,80, 0.009316, 2.551549,3.76740e-17,0.041363,0.370370
spec_prior & field7 = problematic & field6 = inconv,170, 0.008371, 1.346162,5.04231e-06,0.166603,0.195402
spec_prior & field7 = problematic & field5 = critical,124, 0.007735, 1.483088,9.00169e-07,0.110303,0.215278
spec_prior & field8 = recommended & field5 = critical,122, 0.007324, 1.456638,3.01227e-06,0.110494,0.211438
spec_prior & field6 = inconv,414, 0.006730, 1.092767,0.00323041,0.499808,0.158621
spec_prior & field8 = recommended & field6 = inconv,159, 0.006265, 1.259057,0.000452278,0.166603,0.182759
spec_prior & field8 = recommended,284, 0.005991, 1.123795,0.00540744,0.333397,0.163125

5 seconds (0 input, 2 search, 2 filter, 0 output) for 100 itemsets

