OPUS Miner: Filtered Top-k Association Discovery of Self-Sufficient Itemsets
Version 1.2
Copyright (C) 2012-2016 Geoffrey I Webb
This program comes with ABSOLUTELY NO WARRANTY. This is free software, 
and you are welcome to redistribute it under certain conditions.
See the GNU General Public Licence <http://www.gnu.org/licenses/> for details.

If you publish results obtained by using this software please cite
  Webb, G.I. & Vreeken, J. (2014) Efficient Discovery of the Most Interesting Associations.
  ACM Transactions on Knowledge Discovery from Data. 8(3), Art. no. 15.

  -k 100
  -s >50K
  Adult.csv
  Output

File/input/Adult.csv: 90 items, 32560 transactions
Found 100 non-redundant productive itemsets in 85 seconds

SELF-SUFFICIENT ITEMSETS:
Rule, No. of transactions, Leverage, Lift, P-value, Antecedent Support, Strength
>50K/field3 = Bachelors/field8 = White/field5 = Married-civ-spouse,1695, 0.033575, 2.816543,0.00000,0.076751,0.678271
>50K/field4 = EduNum13/field8 = White/field5 = Married-civ-spouse,1695, 0.033575, 2.816543,0.00000,0.076751,0.678271
>50K/field5 = Married-civ-spouse/field6 = Exec-managerial,1666, 0.033091, 2.830654,0.00000,0.075061,0.681669
>50K/field8 = White/field9 = Male/field1 = Age41-50/field5 = Married-civ-spouse,1879, 0.032799, 2.316689,0.00000,0.103440,0.557898
>50K/field4 = EduNum13/field7 = Husband,1646, 0.032558, 2.809317,0.00000,0.074724,0.676531
>50K/field3 = Bachelors/field7 = Husband,1646, 0.032558, 2.809317,0.00000,0.074724,0.676531
>50K/field3 = Bachelors/field5 = Married-civ-spouse/field7 = Husband,1644, 0.032511, 2.808211,0.00000,0.074662,0.676265
>50K/field4 = EduNum13/field5 = Married-civ-spouse/field7 = Husband,1644, 0.032511, 2.808211,0.00000,0.074662,0.676265
>50K/field3 = Bachelors/field9 = Male/field5 = Married-civ-spouse,1650, 0.032503, 2.788635,0.00000,0.075461,0.671551
>50K/field4 = EduNum13/field9 = Male/field5 = Married-civ-spouse,1650, 0.032503, 2.788635,0.00000,0.075461,0.671551
>50K/field8 = White/field9 = Male/field1 = Age41-50,2081, 0.031607, 1.978347,2.56717e-296,0.134152,0.476419
>50K/field8 = White/field5 = Married-civ-spouse/field6 = Exec-managerial,1545, 0.030795, 2.848873,0.00000,0.069165,0.686057
>50K/field5 = Married-civ-spouse/field6 = Prof-specialty,1507, 0.030560, 2.943493,0.00000,0.065295,0.708843
>50K/field6 = Exec-managerial,1968, 0.030370, 2.009882,0.00000,0.124877,0.484014
>50K/field9 = Male/field6 = Exec-managerial,1688, 0.030342, 2.411240,0.00000,0.089281,0.580667
>50K/field3 = Bachelors/field9 = Male,1882, 0.030169, 2.091827,1.73389e-304,0.114742,0.503747
>50K/field4 = EduNum13/field9 = Male,1882, 0.030169, 2.091827,1.73389e-304,0.114742,0.503747
>50K/field9 = Male/field5 = Married-civ-spouse/field6 = Exec-managerial,1511, 0.030128, 2.850738,0.00000,0.067598,0.686506
>50K/field4 = EduNum13/field8 = White/field7 = Husband,1516, 0.030126, 2.833140,0.00000,0.068243,0.682268
>50K/field3 = Bachelors/field8 = White/field7 = Husband,1516, 0.030126, 2.833140,0.00000,0.068243,0.682268
>50K/field10 = Hour36-50/field1 = Age41-50/field5 = Married-civ-spouse,1729, 0.030063, 2.304888,0.00000,0.095670,0.555056
>50K/field6 = Exec-managerial/field7 = Husband,1504, 0.030016, 2.855696,0.00000,0.067168,0.687700
>50K/field1 = Age41-50,2655, 0.029895, 1.578830,0.00000,0.214466,0.380209
>50K/field8 = White/field1 = Age41-50,2383, 0.029152, 1.661989,2.47058e-204,0.182862,0.400235
>50K/field8 = White/field6 = Exec-managerial,1818, 0.028869, 2.070571,3.37334e-285,0.111978,0.498629
>50K/field4 = EduNum13,2221, 0.028606, 1.722273,0.00000,0.164466,0.414753
>50K/field3 = Bachelors,2221, 0.028606, 1.722273,0.00000,0.164466,0.414753
>50K/field8 = White/field9 = Male/field6 = Exec-managerial,1573, 0.028571, 2.447333,0.00000,0.081972,0.589359
>50K/field4 = EduNum13/field8 = White/field9 = Male,1727, 0.028271, 2.141362,1.89021e-292,0.102856,0.515676
>50K/field3 = Bachelors/field8 = White/field9 = Male,1727, 0.028271, 2.141362,1.89021e-292,0.102856,0.515676
>50K/field4 = EduNum13/field10 = Hour36-50/field5 = Married-civ-spouse,1376, 0.027683, 2.898977,0.00000,0.060534,0.698123
>50K/field3 = Bachelors/field10 = Hour36-50/field5 = Married-civ-spouse,1376, 0.027683, 2.898977,0.00000,0.060534,0.698123
>50K/field9 = Male/field10 = Hour36-50/field1 = Age41-50/field5 = Married-civ-spouse,1574, 0.027292, 2.296586,1.35818e-310,0.087408,0.553057
>50K/field8 = White/field10 = Hour36-50/field1 = Age41-50/field5 = Married-civ-spouse,1549, 0.027271, 2.343268,3.42304e-319,0.084306,0.564299
>50K/field3 = Bachelors/field8 = White,2015, 0.027257, 1.787132,1.94396e-212,0.143796,0.430372
>50K/field4 = EduNum13/field8 = White,2015, 0.027257, 1.787132,1.94396e-212,0.143796,0.430372
>50K/field6 = Prof-specialty,1859, 0.026475, 1.864627,0.00000,0.127150,0.449034
>50K/field9 = Male/field6 = Prof-specialty,1474, 0.025856, 2.331745,7.10394e-299,0.080620,0.561524
>50K/field7 = Husband/field6 = Prof-specialty,1276, 0.025847, 2.937157,0.00000,0.055405,0.707317
>50K/field9 = Male/field10 = Hour36-50/field1 = Age41-50,1731, 0.025620, 1.930191,1.20197e-223,0.114373,0.464823
>50K/field3 = Bachelors/field10 = Hour36-50/field7 = Husband,1250, 0.025300, 2.932579,0.00000,0.054361,0.706215
>50K/field4 = EduNum13/field10 = Hour36-50/field7 = Husband,1250, 0.025300, 2.932579,0.00000,0.054361,0.706215
>50K/field8 = White/field6 = Prof-specialty,1682, 0.024655, 1.913054,4.64072e-211,0.112131,0.460696
>50K/field8 = White/field9 = Male/field10 = Hour36-50/field1 = Age41-50,1565, 0.023843, 1.984340,2.84051e-215,0.100584,0.477863
>50K/field3 = Bachelors/field9 = Male/field10 = Hour36-50,1427, 0.023732, 2.180958,4.72664e-247,0.083446,0.525212
>50K/field4 = EduNum13/field9 = Male/field10 = Hour36-50,1427, 0.023732, 2.180958,4.72664e-247,0.083446,0.525212
