OPUS Miner: Filtered Top-k Association Discovery of Self-Sufficient Itemsets
Version 1.2
Copyright (C) 2012-2016 Geoffrey I Webb
This program comes with ABSOLUTELY NO WARRANTY. This is free software, 
and you are welcome to redistribute it under certain conditions.
See the GNU General Public Licence <http://www.gnu.org/licenses/> for details.

If you publish results obtained by using this software please cite
  Webb, G.I. & Vreeken, J. (2014) Efficient Discovery of the Most Interesting Associations.
  ACM Transactions on Knowledge Discovery from Data. 8(3), Art. no. 15.

  -k 100
  -s 1
  Adult.csv
  Adult

File/input/Adult.csv: 116 items, 32561 transactions
Found 100 non-redundant productive itemsets in 293 seconds

SELF-SUFFICIENT ITEMSETS:
Rule, No. of transactions, Leverage, Lift, P-value, Antecedent Support, Strength
1 & field8 = Male & field9 = Hour36-50 & field10 = United-States & field4 = Married-civ-spouse,4047, 0.059341, 1.913666,0.00000,0.269709,0.460829
1 & field9 = Hour36-50 & field10 = United-States & field4 = Married-civ-spouse & field6 = Husband,4030, 0.059322, 1.920498,0.00000,0.267621,0.462474
1 & field7 = White & field9 = Hour36-50 & field4 = Married-civ-spouse & field6 = Husband,4022, 0.058899, 1.911421,0.00000,0.268358,0.460288
1 & field7 = White & field8 = Male & field9 = Hour36-50 & field4 = Married-civ-spouse,4039, 0.058866, 1.903165,0.00000,0.270661,0.458300
1 & field7 = White & field9 = Hour36-50 & field10 = United-States & field6 = Husband,3799, 0.056887, 1.951503,0.00000,0.248272,0.469941
1 & field7 = White & field8 = Male & field9 = Hour36-50 & field10 = United-States & field4 = Married-civ-spouse,3810, 0.056848, 1.944884,0.00000,0.249839,0.468347
1 & field7 = White & field9 = Hour36-50 & field10 = United-States & field4 = Married-civ-spouse & field6 = Husband,3795, 0.056801, 1.950655,0.00000,0.248119,0.469736
1 & field7 = White & field8 = Male & field10 = United-States,5740, 0.045722, 1.350190,0.00000,0.542182,0.325139
1 & field1 = Age41-50 & field4 = Married-civ-spouse,2297, 0.039623, 2.281430,0.00000,0.128405,0.549390
1 & field7 = White & field8 = Male & field9 = Hour36-50 & field10 = United-States,4246, 0.038511, 1.419090,2.14018e-240,0.381591,0.341730
1 & field8 = Male & field9 = Hour36-50,4947, 0.037882, 1.332158,2.66792e-226,0.473603,0.320796
1 & field10 = United-States & field1 = Age41-50 & field4 = Married-civ-spouse,2113, 0.037271, 2.349282,0.00000,0.114708,0.565730
1 & field8 = Male & field9 = Hour36-50 & field10 = United-States,4525, 0.037176, 1.365212,1.80519e-219,0.422714,0.328756
1 & field3 = Bachelors & field4 = Married-civ-spouse,1855, 0.036499, 2.782942,0.00000,0.085010,0.670159
1 & field7 = White & field1 = Age41-50 & field4 = Married-civ-spouse,2068, 0.036096, 2.316617,0.00000,0.113848,0.557864
1 & field8 = Male & field1 = Age41-50 & field4 = Married-civ-spouse,2070, 0.035758, 2.285563,0.00000,0.115506,0.550386
1 & field1 = Age41-50 & field4 = Married-civ-spouse & field6 = Husband,2066, 0.035716, 2.287838,0.00000,0.115168,0.550933
1 & field7 = White & field10 = United-States & field1 = Age41-50 & field4 = Married-civ-spouse,1965, 0.035026, 2.383170,0.00000,0.105156,0.573890
1 & field8 = Male & field10 = United-States & field1 = Age41-50 & field4 = Married-civ-spouse,1913, 0.033702, 2.345449,0.00000,0.104020,0.564807
1 & field10 = United-States & field1 = Age41-50 & field6 = Husband,1910, 0.033640, 2.344540,0.00000,0.103897,0.564588
1 & field3 = Bachelors & field7 = White & field4 = Married-civ-spouse,1695, 0.033574, 2.816629,0.00000,0.076748,0.678271
1 & field3 = Bachelors & field10 = United-States & field4 = Married-civ-spouse,1678, 0.033370, 2.837199,0.00000,0.075428,0.683225
1 & field4 = Married-civ-spouse & field5 = Exec-managerial,1666, 0.033091, 2.830740,0.00000,0.075059,0.681669
1 & field7 = White & field8 = Male & field1 = Age41-50 & field4 = Married-civ-spouse,1879, 0.032799, 2.316760,0.00000,0.103437,0.557898
1 & field7 = White & field1 = Age41-50 & field6 = Husband,1877, 0.032767, 2.317045,0.00000,0.103314,0.557967
1 & field3 = Bachelors & field4 = Married-civ-spouse & field6 = Husband,1644, 0.032511, 2.808298,0.00000,0.074660,0.676265
1 & field3 = Bachelors & field8 = Male & field4 = Married-civ-spouse,1650, 0.032503, 2.788721,0.00000,0.075458,0.671551
1 & field8 = Male & field10 = United-States & field1 = Age41-50,2115, 0.032052, 1.974123,2.56113e-300,0.136636,0.475388
1 & field7 = White & field8 = Male & field10 = United-States & field1 = Age41-50 & field4 = Married-civ-spouse,1790, 0.031862, 2.378643,0.00000,0.095974,0.572800
1 & field7 = White & field10 = United-States & field1 = Age41-50 & field6 = Husband,1788, 0.031823, 2.378268,0.00000,0.095882,0.572710
1 & field3 = Bachelors & field7 = White & field10 = United-States & field4 = Married-civ-spouse,1598, 0.031793, 2.839516,0.00000,0.071773,0.683783
1 & field7 = White & field8 = Male & field1 = Age41-50,2081, 0.031607, 1.978407,2.44936e-296,0.134148,0.476419
1 & field7 = White & field8 = Male & field10 = United-States & field1 = Age41-50,1979, 0.030804, 2.027662,4.20194e-298,0.124474,0.488280
1 & field7 = White & field4 = Married-civ-spouse & field5 = Exec-managerial,1545, 0.030794, 2.848960,0.00000,0.069162,0.686057
1 & field10 = United-States & field4 = Married-civ-spouse & field5 = Exec-managerial,1531, 0.030505, 2.847166,0.00000,0.068579,0.685625
1 & field8 = Male & field4 = Married-civ-spouse & field5 = Exec-managerial,1511, 0.030127, 2.850826,0.00000,0.067596,0.686506
1 & field3 = Bachelors & field7 = White & field8 = Male & field4 = Married-civ-spouse,1520, 0.030101, 2.815362,0.00000,0.068855,0.677966
1 & field3 = Bachelors & field7 = White & field4 = Married-civ-spouse & field6 = Husband,1514, 0.030079, 2.832039,0.00000,0.068180,0.681982
1 & field9 = Hour36-50 & field1 = Age41-50 & field4 = Married-civ-spouse,1729, 0.030063, 2.304959,0.00000,0.095667,0.555056
1 & field5 = Exec-managerial & field6 = Husband,1504, 0.030016, 2.855784,0.00000,0.067166,0.687700
1 & field3 = Bachelors & field8 = Male & field10 = United-States & field4 = Married-civ-spouse,1499, 0.029811, 2.837209,0.00000,0.067381,0.683227
1 & field3 = Bachelors & field10 = United-States & field4 = Married-civ-spouse & field6 = Husband,1494, 0.029805, 2.853759,0.00000,0.066767,0.687213
1 & field7 = White & field10 = United-States & field4 = Married-civ-spouse & field5 = Exec-managerial,1458, 0.029084, 2.853241,0.00000,0.065170,0.687088
1 & field7 = White & field5 = Exec-managerial,1818, 0.028869, 2.070635,3.23477e-285,0.111974,0.498629
1 & field7 = White & field10 = United-States & field1 = Age41-50,2263, 0.028861, 1.710185,1.10409e-211,0.168760,0.411829
1 & field10 = United-States & field1 = Age41-50,2447, 0.028825, 1.622215,2.32345e-193,0.192377,0.390645
1 & field3 = Bachelors,2221, 0.028607, 1.722326,7.18530e-212,0.164461,0.414753
1 & field7 = White & field8 = Male & field5 = Exec-managerial,1573, 0.028570, 2.447408,0.00000,0.081969,0.589359
1 & field3 = Bachelors & field7 = White & field10 = United-States & field6 = Husband,1431, 0.028558, 2.855577,0.00000,0.063911,0.687650
1 & field3 = Bachelors & field7 = White & field8 = Male & field10 = United-States & field4 = Married-civ-spouse,1434, 0.028517, 2.837024,0.00000,0.064464,0.683182
1 & field3 = Bachelors & field7 = White & field10 = United-States & field4 = Married-civ-spouse & field6 = Husband,1429, 0.028511, 2.854329,0.00000,0.063849,0.687350
1 & field9 = Hour36-50 & field10 = United-States & field1 = Age41-50 & field4 = Married-civ-spouse,1593, 0.028282, 2.370185,0.00000,0.085716,0.570763
1 & field3 = Bachelors & field7 = White & field8 = Male,1727, 0.028271, 2.141428,1.81485e-292,0.102853,0.515676
1 & field10 = United-States & field5 = Exec-managerial,1818, 0.028211, 2.021294,4.97952e-268,0.114708,0.486747
1 & field7 = White & field8 = Male & field4 = Married-civ-spouse & field5 = Exec-managerial,1409, 0.028193, 2.869591,0.00000,0.062621,0.691025
1 & field8 = Male & field10 = United-States & field5 = Exec-managerial,1558, 0.028139, 2.427708,0.00000,0.081846,0.584615
1 & field7 = White & field5 = Exec-managerial & field6 = Husband,1402, 0.028081, 2.875076,0.00000,0.062191,0.692346
1 & field3 = Bachelors & field8 = Male & field10 = United-States,1712, 0.027906, 2.131101,3.43764e-286,0.102454,0.513189
1 & field8 = Male & field10 = United-States & field4 = Married-civ-spouse & field5 = Exec-managerial,1389, 0.027764, 2.863974,0.00000,0.061853,0.689672
1 & field3 = Bachelors & field9 = Hour36-50 & field4 = Married-civ-spouse,1376, 0.027682, 2.899066,0.00000,0.060533,0.698123
1 & field10 = United-States & field5 = Exec-managerial & field6 = Husband,1382, 0.027645, 2.868053,0.00000,0.061454,0.690655

22 itemsets failed test for self sufficiency
1 & field4 = Married-civ-spouse,6692, 0.094765, 1.855609,0.00000,0.459937,0.446848
1 & field6 = Husband,5918, 0.084180, 1.862763,0.00000,0.405178,0.448571
1 & field10 = United-States & field6 = Husband,5425, 0.078891, 1.899349,0.00000,0.364270,0.457381
1 & field7 = White & field6 = Husband,5428, 0.078399, 1.887825,0.00000,0.366696,0.454606
1 & field7 = White & field10 = United-States & field6 = Husband,5122, 0.075561, 1.924357,0.00000,0.339455,0.463404
1 & field9 = Hour36-50 & field6 = Husband,4406, 0.063489, 1.883918,0.00000,0.298271,0.453666
1 & field9 = Hour36-50 & field10 = United-States & field6 = Husband,4034, 0.059408, 1.921301,0.00000,0.267774,0.462668
1 & field7 = White & field9 = Hour36-50 & field6 = Husband,4026, 0.058985, 1.912228,0.00000,0.268511,0.460483
1 & field7 = White & field8 = Male,6089, 0.045191, 1.318672,0.00000,0.588895,0.317549
1 & field8 = Male,6662, 0.043442, 1.269562,0.00000,0.669236,0.305723
1 & field8 = Male & field10 = United-States,6099, 0.043176, 1.299557,3.60300e-320,0.598538,0.312946
1 & field7 = White & field8 = Male & field9 = Hour36-50,4501, 0.038310, 1.383400,1.27826e-233,0.414944,0.333136
1 & field1 = Age41-50 & field6 = Husband,2066, 0.035709, 2.287229,0.00000,0.115199,0.550786
1 & field8 = Male & field1 = Age41-50,2289, 0.033846, 1.928472,1.02289e-309,0.151377,0.464394
1 & field3 = Bachelors & field6 = Husband,1646, 0.032558, 2.809403,0.00000,0.074721,0.676531
1 & field5 = Exec-managerial,1968, 0.030370, 2.009944,1.85404e-289,0.124873,0.484014
1 & field8 = Male & field5 = Exec-managerial,1688, 0.030342, 2.411314,0.00000,0.089279,0.580667
1 & field3 = Bachelors & field8 = Male,1882, 0.030169, 2.091891,1.65938e-304,0.114738,0.503747
1 & field3 = Bachelors & field7 = White & field6 = Husband,1516, 0.030126, 2.833227,0.00000,0.068241,0.682268
1 & field1 = Age41-50,2655, 0.029895, 1.578879,1.84593e-193,0.214459,0.380209
1 & field3 = Bachelors & field10 = United-States & field6 = Husband,1496, 0.029852, 2.854953,0.00000,0.066828,0.687500
1 & field7 = White & field1 = Age41-50,2383, 0.029152, 1.662040,2.35962e-204,0.182857,0.400235

305 seconds (11 input, 55 search, 237 filter, 0 output) for 100 itemsets

