OPUS Miner: Filtered Top-k Association Discovery of Self-Sufficient Itemsets
Version 1.2
Copyright (C) 2012-2016 Geoffrey I Webb
This program comes with ABSOLUTELY NO WARRANTY. This is free software, 
and you are welcome to redistribute it under certain conditions.
See the GNU General Public Licence <http://www.gnu.org/licenses/> for details.

If you publish results obtained by using this software please cite
  Webb, G.I. & Vreeken, J. (2014) Efficient Discovery of the Most Interesting Associations.
  ACM Transactions on Knowledge Discovery from Data. 8(3), Art. no. 15.

  -l
  -p
  -k 100
  -s draw
  Connect-4.data.csv
  Connect-4.data

File/input/Connect-4.data.csv: 128 items, 67557 transactions
Found 100 non-redundant productive itemsets in 986 seconds
Alpha for size 2 = 3.07579e-06
Alpha for size 3 = 3.66165e-08
Alpha for size 4 = 5.85864e-10
Alpha for size 5 = 1.18118e-11
Alpha for size 6 = 2.88092e-13
Alpha for size 7 = 8.26494e-15

SELF-SUFFICIENT ITEMSETS:
Rule, No. of transactions, Leverage, Lift, P-value, Antecedent Support, Strength
draw & field8 = b & field32 = b & field14 = b & field4 = o & field20 = b & field19 = o,76, 0.000760, 3.085829,1.66403e-19,0.003819,0.294574
draw & field7 = x & field8 = o & field4 = x & field20 = b,50, 0.000500, 3.081052,2.48639e-13,0.002516,0.294118
draw & field14 = b & field7 = x & field8 = o & field4 = x,50, 0.000500, 3.081052,2.48639e-13,0.002516,0.294118
draw & field8 = b & field33 = b & field14 = b & field39 = x & field20 = b & field19 = o,78, 0.000777, 3.060281,9.71684e-20,0.003952,0.292135
draw & field8 = b & field7 = x & field2 = x & field4 = o & field19 = b,55, 0.000546, 3.032404,3.44041e-14,0.002812,0.289474
draw & field8 = b & field33 = b & field14 = b & field3 = x & field20 = b & field19 = o,125, 0.001238, 3.024127,3.65588e-30,0.006409,0.288684
draw & field1 = x & field15 = o & field38 = x,43, 0.000426, 3.023153,2.23678e-11,0.002206,0.288591
draw & field32 = b & field14 = b & field38 = x & field3 = x & field19 = b,64, 0.000634, 3.019986,3.64969e-16,0.003286,0.288288
draw & field8 = b & field33 = b & field7 = x & field22 = b & field21 = o,121, 0.001198, 3.017964,3.71786e-29,0.006217,0.288095
draw & field8 = b & field32 = b & field37 = x & field39 = x & field20 = b & field19 = o,59, 0.000582, 3.000287,6.99660e-15,0.003049,0.286408
draw & field7 = x & field8 = o & field4 = o & field20 = b,48, 0.000472, 2.975312,3.01891e-12,0.002502,0.284024
draw & field14 = b & field8 = o & field4 = o,70, 0.000683, 2.933161,8.47496e-17,0.003701,0.280000
draw & field15 = o & field16 = x & field20 = b & field19 = o,99, 0.000965, 2.929611,4.50811e-23,0.005240,0.279661
draw & field14 = b & field4 = x & field20 = b & field19 = o,101, 0.000984, 2.922744,2.01124e-23,0.005358,0.279006
draw & field14 = b & field7 = x & field8 = o & field2 = x & field3 = o & field20 = b,76, 0.000738, 2.905635,7.51960e-18,0.004056,0.277372
draw & field14 = b & field7 = x & field2 = x & field4 = o & field19 = b,80, 0.000776, 2.899814,1.18925e-18,0.004278,0.276817

50 itemsets failed test for self sufficiency
draw & field27 = o & field21 = o,21, 0.000239, 4.313473,2.42705e-09,0.000755,0.411765
draw & field15 = o & field21 = o & field19 = o,39, 0.000440, 4.211830,1.06563e-15,0.001436,0.402062
draw & field37 = x & field4 = x & field20 = b & field19 = o,35, 0.000388, 3.985274,2.17092e-13,0.001362,0.380435
draw & field15 = o & field18 = x,28, 0.000308, 3.910882,8.90804e-11,0.001110,0.373333
draw & field8 = b & field14 = b & field2 = x & field27 = o & field19 = b,48, 0.000521, 3.752445,1.40732e-16,0.001984,0.358209
draw & field8 = b & field15 = o & field22 = b & field21 = o,55, 0.000589, 3.623627,5.58900e-18,0.002354,0.345912
draw & field8 = o & field2 = x & field4 = o & field19 = b,45, 0.000480, 3.571219,1.01285e-14,0.001954,0.340909
draw & field32 = b & field15 = o & field22 = b & field21 = o,55, 0.000584, 3.534704,2.00230e-17,0.002413,0.337423
draw & field15 = o & field22 = b & field21 = o,56, 0.000590, 3.471197,2.62431e-17,0.002502,0.331361
draw & field32 = b & field14 = b & field2 = x & field27 = o & field19 = b,50, 0.000527, 3.468735,1.32827e-15,0.002235,0.331126
draw & field14 = b & field37 = x & field4 = x & field19 = o,37, 0.000389, 3.460682,6.64855e-12,0.001658,0.330357
draw & field7 = x & field8 = o & field4 = o & field19 = b,44, 0.000462, 3.439742,9.11974e-14,0.001984,0.328358
draw & field14 = b & field2 = x & field27 = o & field19 = b,53, 0.000556, 3.427195,3.40389e-16,0.002398,0.327161
draw & field8 = b & field32 = b & field2 = x & field27 = o & field19 = b,52, 0.000545, 3.425975,6.54544e-16,0.002354,0.327044
draw & field8 = b & field2 = x & field27 = o & field19 = b,55, 0.000574, 3.389157,1.66084e-16,0.002516,0.323529
draw & field14 = b & field8 = o & field37 = x & field2 = x & field19 = b,75, 0.000781, 3.371967,8.50888e-22,0.003449,0.321888
draw & field37 = x & field4 = x & field19 = o,38, 0.000394, 3.345143,1.11876e-11,0.001761,0.319328
draw & field14 = b & field37 = x & field39 = x & field20 = b & field19 = o,72, 0.000745, 3.322650,1.42016e-20,0.003360,0.317181
draw & field32 = b & field8 = o & field4 = o & field19 = b,57, 0.000589, 3.317266,1.41924e-16,0.002664,0.316667
draw & field1 = x & field38 = x & field3 = x & field19 = b,47, 0.000480, 3.217988,2.18295e-13,0.002265,0.307190
draw & field8 = o & field4 = o & field19 = b,58, 0.000591, 3.214727,3.85399e-16,0.002798,0.306878
draw & field7 = x & field8 = o & field37 = x & field2 = x & field19 = b,54, 0.000551, 3.214097,3.95450e-15,0.002605,0.306818
draw & field8 = b & field14 = b & field2 = x & field27 = o & field20 = b,57, 0.000581, 3.210258,7.37435e-16,0.002753,0.306452
draw & field8 = b & field32 = b & field15 = o & field21 = o,65, 0.000661, 3.196772,9.16487e-18,0.003153,0.305164
draw & field8 = o & field2 = x & field4 = o & field20 = b,54, 0.000549, 3.195939,5.16316e-15,0.002620,0.305085
draw & field32 = b & field2 = x & field27 = o & field19 = b,57, 0.000579, 3.193090,9.62363e-16,0.002768,0.304813
draw & field8 = b & field22 = b & field21 = o & field19 = o,211, 0.002140, 3.175786,8.05744e-54,0.010302,0.303161
draw & field2 = x & field27 = o & field19 = b,60, 0.000608, 3.174417,2.33596e-16,0.002931,0.303030
draw & field8 = b & field15 = o & field21 = o,66, 0.000667, 3.157023,1.05543e-17,0.003242,0.301370
draw & field32 = b & field8 = o & field2 = x & field4 = o,54, 0.000545, 3.142673,1.13250e-14,0.002664,0.300000
draw & field32 = b & field15 = o & field21 = o,66, 0.000662, 3.100395,2.94140e-17,0.003301,0.295964
draw & field8 = o & field2 = x & field4 = o,55, 0.000551, 3.097617,1.27712e-14,0.002753,0.295699
draw & field7 = x & field8 = o & field4 = x,52, 0.000520, 3.077571,8.81067e-14,0.002620,0.293785
draw & field15 = o & field21 = o,67, 0.000668, 3.064907,3.27473e-17,0.003390,0.292576
draw & field8 = b & field32 = b & field14 = b & field2 = x & field27 = o,58, 0.000575, 3.022804,8.19272e-15,0.002975,0.288557
draw & field8 = b & field14 = b & field2 = x & field27 = o,61, 0.000603, 3.014199,1.95059e-15,0.003138,0.287736
draw & field8 = b & field14 = b & field39 = x & field20 = b & field19 = o,79, 0.000781, 3.009348,1.73204e-19,0.004071,0.287273
draw & field8 = b & field3 = x & field4 = o & field20 = b & field19 = o,66, 0.000652, 3.006035,1.64642e-16,0.003405,0.286957
draw & field32 = b & field7 = x & field8 = o & field4 = o,48, 0.000473, 2.993022,2.38158e-12,0.002487,0.285714
draw & field32 = b & field14 = b & field2 = x & field27 = o & field20 = b,59, 0.000579, 2.971438,1.12435e-14,0.003079,0.283654
draw & field8 = b & field32 = b & field2 = x & field27 = o & field20 = b,62, 0.000608, 2.965688,2.66824e-15,0.003242,0.283105
draw & field14 = b & field2 = x & field27 = o & field20 = b,62, 0.000608, 2.965688,2.66824e-15,0.003242,0.283105
draw & field8 = b & field2 = x & field27 = o & field20 = b,65, 0.000637, 2.960489,6.33289e-16,0.003405,0.282609
draw & field32 = b & field8 = o & field4 = o & field20 = b,68, 0.000666, 2.955764,1.50318e-16,0.003567,0.282158
draw & field8 = o & field37 = x & field2 = x & field19 = b,78, 0.000762, 2.939191,1.34416e-18,0.004115,0.280576
draw & field14 = b & field38 = x & field3 = x & field19 = b,67, 0.000654, 2.936668,3.57367e-16,0.003538,0.280335
draw & field14 = b & field1 = x & field38 = x & field3 = x,51, 0.000498, 2.935464,1.13837e-12,0.002694,0.280220
draw & field8 = b & field14 = b & field3 = x & field20 = b & field19 = o,127, 0.001236, 2.917540,5.56543e-29,0.006750,0.278509
draw & field7 = x & field8 = o & field4 = o,49, 0.000477, 2.916496,4.04494e-12,0.002605,0.278409
draw & field7 = x & field2 = x & field4 = o & field19 = b,93, 0.000903, 2.908145,1.59207e-21,0.004959,0.277612

1189 seconds (202 input, 773 search, 212 filter, 0 output) for 100 itemsets

