field13 = SMOOTH/EDIBLE/field14 = SMOOTH/field21 = BLACK,1296,0.047116,1.18433e-106
EDIBLE/field9 = BROAD/field10 = BROWN,944,0.046605,1.00606e-152
EDIBLE/field3 = FIBROUS,1700,0.046121,0.00000
EDIBLE/field12 = EQUAL,1120,0.045891,0.00000
EDIBLE/field23 = GRASSES,1664,0.045392,0.00000
field6 = NONE/EDIBLE/field20 = PENDANT/field5 = BRUISES,1760,0.043338,1.97474e-61
EDIBLE/field13 = SMOOTH/field10 = BROWN,872,0.041262,2.39602e-132
EDIBLE/field13 = SMOOTH/field10 = WHITE,880,0.038813,3.09525e-92
EDIBLE/field10 = WHITE,980,0.038381,9.13298e-293
EDIBLE/field14 = SMOOTH/field10 = BROWN,808,0.037713,4.19001e-109
EDIBLE/field23 = GRASSES/field22 = SCATTERED,832,0.037523,2.82578e-115
EDIBLE/field8 = CROWDED/field3 = FIBROUS,740,0.036525,8.13313e-78
EDIBLE/field9 = BROAD/field3 = FIBROUS,1520,0.035570,3.74665e-47
EDIBLE/field14 = SMOOTH/field11 = TAPERING,2336,0.034466,5.81583e-39
EDIBLE/field6 = NONE/field10 = BROWN,776,0.034305,1.39384e-78
EDIBLE/field20 = PENDANT/field10 = BROWN,744,0.034164,9.36841e-102
EDIBLE/field6 = NONE/field8 = CROWDED/field3 = FIBROUS,692,0.034156,8.65250e-72
EDIBLE/field3 = FIBROUS/field12 = EQUAL,608,0.033718,7.31560e-112
EDIBLE/field8 = CROWDED/field22 = SCATTERED,656,0.033339,1.08492e-129
EDIBLE/field22 = SCATTERED,1008,0.032583,6.30903e-302
EDIBLE/field5 = BRUISES/field10 = BROWN,656,0.032325,5.86263e-84
EDIBLE/field20 = PENDANT/field10 = WHITE,800,0.032200,5.38259e-81
EDIBLE/field16 = GRAY,576,0.031944,5.14592e-166
EDIBLE/field15 = GRAY,576,0.031944,5.14592e-166
field20 = PENDANT/EDIBLE/field14 = SMOOTH/field10 = BROWN,680,0.031779,5.29799e-74
EDIBLE/field20 = PENDANT/field13 = SMOOTH/field10 = WHITE,736,0.031692,1.20886e-78
EDIBLE/field5 = BRUISES/field10 = WHITE,784,0.031313,1.20318e-77
EDIBLE/field6 = NONE/field23 = GRASSES,1312,0.030720,2.90052e-36
EDIBLE/field11 = TAPERING,2848,0.030201,0.00000
