>50K & field3 = Bachelors & field10 = Hour36-50 & field11 = United-States & field5 = Married-civ-spouse & field6 = Exec-managerial & field2 = Self-emp-inc,45,0.001027,3.893118,1.06E-24,0.001474,0.9375
>50K & field4 = EduNum13 & field10 = Hour36-50 & field11 = United-States & field5 = Married-civ-spouse & field6 = Exec-managerial & field2 = Self-emp-inc,45,0.001027,3.893118,1.06E-24,0.001474,0.9375
>50K & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,142,0.003237,3.879458,5.40E-75,0.004668,0.934211
>50K & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,142,0.003237,3.879458,5.40E-75,0.004668,0.934211
>50K & field4 = EduNum13 & field10 = Hour36-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field2 = Self-emp-inc,51,0.00116,3.850647,3.01E-27,0.001689,0.927273
>50K & field3 = Bachelors & field10 = Hour36-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field2 = Self-emp-inc,51,0.00116,3.850647,3.01E-27,0.001689,0.927273
>50K & field8 = White & field9 = Male & field11 = United-States & field1 = Age41-50 & field4 = EduNum15,138,0.003136,3.846087,1.33E-71,0.004576,0.926174
>50K & field8 = White & field9 = Male & field11 = United-States & field1 = Age41-50 & field3 = Prof-school,138,0.003136,3.846087,1.33E-71,0.004576,0.926174
>50K & field4 = EduNum13 & field9 = Male & field10 = Hour36-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field2 = Self-emp-inc,50,0.001136,3.845055,1.17E-26,0.001658,0.925926
>50K & field3 = Bachelors & field8 = White & field10 = Hour36-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field2 = Self-emp-inc,50,0.001136,3.845055,1.17E-26,0.001658,0.925926
>50K & field4 = EduNum13 & field8 = White & field10 = Hour36-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field2 = Self-emp-inc,50,0.001136,3.845055,1.17E-26,0.001658,0.925926
>50K & field3 = Bachelors & field9 = Male & field10 = Hour36-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field2 = Self-emp-inc,50,0.001136,3.845055,1.17E-26,0.001658,0.925926
>50K & field4 = EduNum13 & field10 = Hour36-50 & field6 = Exec-managerial & field7 = Husband & field2 = Self-emp-inc,50,0.001136,3.845055,1.17E-26,0.001658,0.925926
>50K & field3 = Bachelors & field10 = Hour36-50 & field6 = Exec-managerial & field7 = Husband & field2 = Self-emp-inc,50,0.001136,3.845055,1.17E-26,0.001658,0.925926
>50K & field9 = Male & field11 = United-States & field1 = Age41-50 & field4 = EduNum15,142,0.003222,3.829076,5.63E-73,0.00473,0.922078
>50K & field9 = Male & field11 = United-States & field1 = Age41-50 & field3 = Prof-school,142,0.003222,3.829076,5.63E-73,0.00473,0.922078
>50K & field8 = White & field9 = Male & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field4 = EduNum15,80,0.001814,3.818537,2.23E-41,0.002672,0.91954
>50K & field8 = White & field9 = Male & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field3 = Prof-school,80,0.001814,3.818537,2.23E-41,0.002672,0.91954
>50K & field10 = Hour36-50 & field6 = Exec-managerial & field4 = EduNum16,34,0.000771,3.815957,3.15E-18,0.001136,0.918919
>50K & field10 = Hour36-50 & field6 = Exec-managerial & field3 = Doctorate,34,0.000771,3.815957,3.15E-18,0.001136,0.918919
>50K & field10 = Hour36-50 & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,78,0.001767,3.810676,3.30E-40,0.00261,0.917647
>50K & field10 = Hour36-50 & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,78,0.001767,3.810676,3.30E-40,0.00261,0.917647
>50K & field8 = White & field9 = Male & field1 = Age41-50 & field4 = EduNum15,144,0.003261,3.808808,3.44E-73,0.004822,0.917197
>50K & field8 = White & field9 = Male & field1 = Age41-50 & field3 = Prof-school,144,0.003261,3.808808,3.44E-73,0.004822,0.917197
>50K & field8 = White & field9 = Male & field1 = Age41-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field3 = Masters,110,0.002491,3.806604,4.22E-56,0.003685,0.916667
>50K & field8 = White & field9 = Male & field1 = Age41-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field4 = EduNum14,110,0.002491,3.806604,4.22E-56,0.003685,0.916667
>50K & field8 = White & field1 = Age41-50 & field6 = Exec-managerial & field7 = Husband & field4 = EduNum14,110,0.002491,3.806604,4.22E-56,0.003685,0.916667
>50K & field8 = White & field1 = Age41-50 & field6 = Exec-managerial & field7 = Husband & field3 = Masters,110,0.002491,3.806604,4.22E-56,0.003685,0.916667
>50K & field9 = Male & field10 = Hour36-50 & field1 = Age41-50 & field5 = Married-civ-spouse & field3 = Prof-school,75,0.001697,3.798164,1.86E-38,0.002518,0.914634
>50K & field9 = Male & field10 = Hour36-50 & field1 = Age41-50 & field5 = Married-civ-spouse & field4 = EduNum15,75,0.001697,3.798164,1.86E-38,0.002518,0.914634
>50K & field10 = Hour36-50 & field1 = Age41-50 & field7 = Husband & field3 = Prof-school,75,0.001697,3.798164,1.86E-38,0.002518,0.914634
>50K & field10 = Hour36-50 & field1 = Age41-50 & field7 = Husband & field4 = EduNum15,75,0.001697,3.798164,1.86E-38,0.002518,0.914634
>50K & field8 = White & field1 = Age41-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field3 = Masters,116,0.002623,3.79298,1.13E-58,0.0039,0.913386
>50K & field8 = White & field1 = Age41-50 & field5 = Married-civ-spouse & field6 = Exec-managerial & field4 = EduNum14,116,0.002623,3.79298,1.13E-58,0.0039,0.913386
>50K & field8 = White & field9 = Male & field10 = Hour36-50 & field1 = Age41-50 & field3 = Prof-school,84,0.001899,3.791558,8.85E-43,0.002825,0.913043
>50K & field8 = White & field9 = Male & field10 = Hour36-50 & field1 = Age41-50 & field4 = EduNum15,84,0.001899,3.791558,8.85E-43,0.002825,0.913043
>50K & field1 = Age41-50 & field6 = Exec-managerial & field3 = Prof-school,21,0.000475,3.791558,1.52E-11,0.000706,0.913043
>50K & field1 = Age41-50 & field6 = Exec-managerial & field4 = EduNum15,21,0.000475,3.791558,1.52E-11,0.000706,0.913043
>50K & field9 = Male & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field3 = Prof-school,82,0.001853,3.783534,1.29E-41,0.002764,0.911111
>50K & field9 = Male & field10 = Hour36-50 & field11 = United-States & field1 = Age41-50 & field4 = EduNum15,82,0.001853,3.783534,1.29E-41,0.002764,0.911111
